Date,SMALL LoOP,ME1 OP2,ME1 OP3,ME1 OP4,SMALL HiOP,ME2 OP1,ME2 OP2,ME2 OP3,ME2 OP4,ME2 OP5,ME3 OP1,ME3 OP2,ME3 OP3,ME3 OP4,ME3 OP5,ME4 OP1,ME4 OP2,ME4 OP3,ME4 OP4,ME4 OP5,BIG LoOP,ME5 OP2,ME5 OP3,ME5 OP4,BIG HiOP
198003,-21.2964,-17.589,-16.6547,-17.6747,-19.9174,-20.0308,-18.4778,-16.0234,-15.7719,-16.8821,-18.9702,-13.6525,-16.1858,-14.9432,-14.7699,-15.2044,-12.6715,-12.641,-13.0354,-12.2166,-8.4742,-8.2423,-10.513,-7.5935,-11.1876
198004,5.2492,5.7405,5.6517,7.3728,6.8355,7.386,7.4861,4.8781,5.1043,5.2493,10.6608,4.9209,5.7998,7.4583,6.6745,7.9818,7.5104,6.5004,5.3364,5.5455,5.3262,6.5561,5.3884,3.6975,2.4892
198005,6.9594,6.8982,6.4567,7.062,7.8365,7.7864,7.301,9.742,8.1845,10.1282,8.2028,8.9358,8.3849,6.6919,7.538,7.5812,8.5624,7.6456,9.4222,7.8979,5.6759,4.7601,5.2474,5.7674,4.2793
198006,4.4204,2.581,4.0976,5.4657,4.8773,4.1463,5.8708,5.6297,4.2768,3.5208,5.3229,4.3291,3.3207,4.1507,4.9656,5.1553,4.9344,4.3888,4.209,4.3181,3.0889,2.1059,2.652,2.4104,3.5134
198007,9.2501,10.1477,9.7072,11.0643,12.7891,10.7133,9.4709,8.7837,11.1424,13.9558,4.2808,7.6275,8.5864,9.7793,13.8792,1.3824,6.8514,7.2731,10.9171,12.1307,3.5669,4.2706,5.5241,7.6743,7.1064
198008,7.3763,7.3873,7.724,8.4425,11.0551,6.6044,3.6623,6.783,4.4334,7.6007,1.8478,3.3564,5.2539,5.2301,5.2063,0.3397,0.3913,3.2711,3.1113,3.9859,-1.1757,2.3095,2.3761,0.5666,1.9638
198009,4.692,3.2104,2.5398,4.2945,4.6239,0.6913,2.1458,2.1295,3.8547,5.2902,2.0311,1.5159,1.8002,3.8138,4.7533,1.0395,2.3894,2.7773,3.9736,4.2911,0.7347,1.1454,3.564,4.4531,2.5684
198010,5.0363,5.025,4.3376,5.7635,6.2983,6.1816,2.7811,2.8091,3.5017,3.9081,4.3458,1.369,2.3937,1.3922,2.2903,-2.8914,0.7483,0.5943,2.4812,2.8293,-0.4198,-0.6571,2.147,1.9787,4.2665
198011,8.4972,5.9273,5.2224,7.8389,10.2382,10.6771,8.3909,5.6314,8.4375,9.4059,4.7507,5.4289,6.6209,6.6603,9.1225,4.5948,6.7082,7.907,8.6966,11.9144,3.4415,5.4104,17.6404,13.7156,12.5621
198012,-6.2236,-4.5233,-4.2752,-3.7877,-4.4704,-6.6309,-1.8111,-1.3634,-1.834,-3.6163,-4.7464,-1.329,-0.0618,-1.5942,-4.0344,-0.0401,-2.1178,-2.1816,-2.6321,-2.8208,-0.3477,-0.5412,-3.5181,-4.9232,-3.2153
198101,-1.0198,1.6442,0.2303,-0.6926,-2.2701,-1.7268,-0.0883,-0.6016,-1.9374,-1.6879,1.9636,-0.8021,-1.3212,-1.2288,-3.7676,0.3391,-1.9628,-2.5757,-1.6594,-6.3211,-0.2108,1.0503,-7.6452,-5.6292,-7.1614
198102,-1.2513,1.3607,1.3669,0.231,-1.4126,2.1648,3.6903,1.3327,1.5822,1.089,3.202,-0.9895,1.9228,4.5172,1.8694,1.5394,1.9998,3.2482,3.4812,2.0316,-0.227,1.7222,2.2682,4.3408,-0.4115
198103,7.0105,8.0394,7.3361,8.3258,9.2681,6.5622,5.8925,6.9143,9.2117,9.4472,5.4614,11.779,5.723,8.3333,8.2899,8.3803,7.8298,7.2727,8.6973,7.8776,10.3854,5.4503,2.5325,2.8046,-0.3675
198104,3.0785,4.1819,3.3984,3.7408,5.5258,-0.7326,2.2298,2.6841,4.6504,4.1143,-0.3689,1.1679,0.2693,3.9297,4.1749,-1.784,0.6164,-0.3361,-0.9879,3.3523,-0.1504,0.4321,-1.4106,-4.104,-3.4144
198105,3.753,4.7169,2.8871,3.8376,5.1332,4.9099,1.548,2.1944,2.3372,5.86,1.9221,1.8911,3.3332,2.9238,3.7097,2.1192,0.7429,2.3933,3.2245,3.7745,1.4939,3.0168,-0.3758,-0.99,-0.3521
198106,-4.634,0.3196,1.0809,-1.1378,-1.8085,-2.881,0.0926,-0.3793,-2.9845,-4.8116,1.2306,-0.932,-0.9635,-2.2142,-3.294,0.402,-0.3939,0.4118,-2.4836,-3.555,-0.942,0.7562,-1.1915,-1.0782,0.4705
198107,-3.4046,-2.9594,-3.1153,-3.3689,-3.0124,-1.4698,-1.5883,-0.8017,-2.6704,-3.0812,-1.9255,-0.174,-2.3564,-2.3897,-2.7443,-1.5311,-1.7694,-1.5941,0.3921,-1.3937,-2.1369,-2.1151,0.1349,0.9568,2.4076
198108,-9.5307,-6.9785,-6.3543,-8.7232,-11.3321,-10.098,-7.4922,-4.985,-6.841,-9.1457,-6.1961,-6.8086,-5.2126,-5.742,-7.7388,-5.1352,-5.9631,-3.7493,-6.1925,-4.8989,-5.8964,-7.0664,-3.6396,-6.2997,-5.7331
198109,-11.3699,-7.9354,-7.245,-8.9073,-10.728,-9.4788,-7.5731,-6.1981,-7.4234,-6.6158,-8.2306,-5.3324,-4.8908,-6.5747,-6.434,-6.3685,-6.054,-7.462,-6.6884,-7.2746,-3.1817,-3.6488,-3.9092,-5.2554,-6.9112
198110,7.017,7.4359,7.0649,9.7592,10.7254,9.0583,6.3775,8.1295,8.073,9.4244,5.4776,5.7273,6.6845,9.3756,8.3193,3.8279,6.4981,5.4699,8.1289,7.9282,-0.316,6.1323,4.6394,6.699,6.6321
198111,-0.2251,3.0405,2.6794,2.4321,1.5064,1.4658,4.7759,5.4362,4.5071,3.5258,3.5087,3.5371,3.3505,1.9366,2.3684,6.6399,5.0569,4.7274,4.1992,2.9354,6.3083,5.831,3.4813,4.6487,4.6424
198112,-3.4752,-1.1603,-1.0483,-1.6675,-1.2799,-2.2922,-1.6562,-1.4964,-1.4501,-2.0568,-2.8412,-3.113,-1.3839,-2.1079,-1.2089,-3.7844,-2.3013,-0.4375,-3.5944,-2.5736,-2.2778,-3.062,-2.08,-3.5544,-3.4192
198201,-2.0605,-1.139,-1.3646,-2.8558,-2.256,-4.7686,-1.146,-3.0018,-4.8517,-3.7352,-2.5388,-2.6691,-1.7706,-5.1305,-5.3404,-1.6081,-3.0793,-4.2902,-5.8664,-3.8919,0.4907,-0.8792,-2.7094,-2.3198,-1.1286
198202,-5.2794,-2.4224,-2.9693,-4.1741,-5.9162,-4.3417,-3.3019,-3.0244,-4.3459,-5.7638,-2.6803,-2.5125,-2.4584,-4.7373,-5.3429,-0.2193,-2.0827,-5.6741,-5.7272,-3.4419,-0.6139,-2.4081,-5.753,-6.9657,-5.9097
198203,-1.7127,-0.492,-0.3438,-0.208,-1.9526,-1.8161,1.1147,-0.285,-1.2462,-1.5629,-0.9788,-0.3306,1.4741,-0.7458,-0.8876,-0.7918,-0.5606,-1.3744,-1.0551,-1.1671,2.7621,-0.0476,-0.4014,-0.7679,-2.1422
198204,3.5356,3.9743,5.6579,7.1315,7.8651,6.6633,4.8023,6.7239,3.8496,6.9553,4.4807,5.147,5.1826,5.6861,6.0162,4.6275,4.721,5.2453,5.2996,5.6247,3.127,4.6521,1.3594,4.2216,5.9616
198205,-1.5125,-1.8342,-1.3931,-0.9012,-2.1314,-3.497,-2.9934,-3.1659,-2.7321,-3.5397,-2.9186,-3.5488,-1.8514,-1.1472,-3.4215,-3.1524,-3.2384,-4.2724,-3.4601,-5.8478,-2.993,-5.3479,-1.9825,-2.4816,-1.9267
198206,-4.2527,-2.9665,-1.2232,-1.7746,-3.326,-0.5342,-2.2823,-1.791,-2.5662,-2.5138,-4.7504,-3.3337,-1.5395,-2.0167,-1.1121,0.0709,-3.8121,-1.0734,-2.226,-1.7402,-0.4619,-1.4275,-2.9951,-0.822,-2.5989
198207,-2.6207,-1.2017,-2.1861,-0.8722,-2.1357,-3.4092,-1.8276,-0.7553,-0.6133,0.1713,-2.5304,-2.4786,-0.5373,-1.8057,-2.2456,-3.1689,-2.2685,-2.4407,-2.9889,-2.5435,-3.0077,-1.7211,-2.9864,-2.4053,-0.8012
198208,4.4847,6.0278,6.8731,5.4891,5.4441,9.1158,7.6692,7.1972,8.9314,8.5121,10.7493,11.8429,11.3058,10.7186,10.0492,15.0367,12.7144,13.6124,12.0587,9.9775,15.2493,16.9576,11.7892,12.2052,9.7687
198209,2.1834,3.7659,4.696,4.4319,3.4476,2.7726,2.6932,3.545,5.1617,4.4396,0.7798,3.497,4.4799,4.3041,5.5339,1.7927,5.2246,3.5882,3.1482,2.2994,-1.0788,-0.5089,0.5415,1.6244,2.7644
198210,12.5279,11.8784,13.3034,13.5785,20.1368,16.5903,11.4556,12.3249,13.7722,13.9482,14.7814,12.2265,14.9272,13.2424,14.3107,15.9845,11.4135,13.1141,13.6739,16.088,12.5801,12.3902,8.8457,10.2537,11.7364
198211,10.1107,11.3176,8.7735,9.1173,10.9142,12.9016,5.605,7.8662,8.528,9.0643,8.5006,8.2779,8.5831,6.9197,9.4958,7.1541,5.6262,4.9805,8.4248,6.3097,5.1117,4.9457,2.8613,3.3533,5.073
198212,2.1374,1.3972,3.5367,2.7995,1.6553,0.0472,2.1612,0.8555,-0.3704,1.1214,0.8567,0.8854,-0.9409,0.5417,1.164,3.7434,1.7047,1.4574,-0.5648,-0.0184,1.329,0.5924,-0.4255,0.7632,3.7846
198301,11.9059,9.4507,8.724,10.0066,10.3646,8.553,6.7765,6.2119,4.5706,7.136,5.642,5.166,4.5772,4.0292,3.6442,2.0377,1.2582,3.4928,4.8894,4.2964,3.0324,4.2503,6.0067,2.6309,2.1314
198302,5.9134,6.0196,6.3035,6.3955,5.0264,5.8539,5.1176,4.3211,6.7028,5.4922,4.1034,2.7904,5.835,4.0671,6.2692,2.3055,4.6451,4.2228,4.4673,3.9399,5.4262,3.2639,1.9262,1.9647,2.3927
198303,4.7151,5.4641,5.2713,6.9519,2.1263,3.4893,2.8911,5.3529,3.6726,5.2746,7.2668,5.8549,3.8357,3.0539,3.9584,4.643,4.563,3.8998,3.0118,1.9299,3.6756,2.2457,3.1923,2.6297,4.5255
198304,8.2035,7.8981,8.2198,7.3973,7.8691,8.2957,5.9163,6.3576,9.2509,9.4685,8.3323,5.3678,7.0793,7.3821,6.4131,6.5394,4.982,6.5273,3.6195,8.6553,9.2667,7.084,7.9062,6.8176,7.5221
198305,11.8726,10.2945,9.3541,8.2252,10.0318,8.4321,6.555,4.8855,2.7759,5.0339,2.9708,3.5768,4.1067,2.9777,4.2967,2.5991,1.9744,3.2873,3.6521,5.1626,-0.4159,-0.189,-1.0295,-2.4583,-0.7821
198306,4.805,4.4712,4.2974,4.9036,3.9603,5.0113,2.9022,3.0432,4.7135,6.0829,3.3667,2.7362,3.8657,6.5228,3.749,-0.1986,-0.6199,4.7233,5.3645,5.3782,2.3438,2.2062,2.2661,5.9253,4.2329
198307,-3.5438,-2.1813,-0.8273,-2.459,-2.3555,-7.4435,-1.6023,-1.6877,-2.1772,-2.9148,-5.3771,-0.6865,-1.3872,-1.9069,-3.1189,-3.526,-1.8366,-2.6554,-3.4882,-4.611,-2.812,-2.0784,-3.019,-4.484,-3.9508
198308,-5.5778,-2.4941,-3.5702,-2.3913,-3.0921,-5.0511,-2.3655,-3.5464,-0.5479,-4.3148,-0.8548,-2.3237,-1.5033,-2.0064,-4.2594,0.654,0.9659,0.3201,-1.046,-0.8265,2.933,0.9586,2.9361,1.6796,0.7105
198309,-2.7433,0.345,1.2344,1.4393,0.4786,-0.4461,3.1009,3.5285,4.6999,2.315,0.2572,5.9338,4.9999,3.3441,2.4673,1.3068,4.2211,2.0933,3.0863,1.649,2.0308,1.5372,0.9893,0.9999,1.7932
198310,-7.8985,-5.6198,-4.1908,-5.733,-7.6369,-8.9243,-4.3436,-5.0564,-4.6032,-7.6508,-4.9046,-2.8787,-4.0032,-4.5316,-6.5051,-2.1265,-1.0524,-3.4872,-1.8712,-7.1517,-2.4052,0.8178,-2.0362,-2.0426,-0.8716
198311,2.156,3.1057,4.2893,5.4283,4.2067,4.8352,5.4982,5.9928,4.2013,5.9414,5.6513,6.0603,6.0225,5.1536,3.2249,7.7809,3.5216,4.5083,3.7117,4.0841,4.7785,1.5753,1.1486,3.4817,0.3687
198312,-2.9889,-0.6564,-1.0143,-1.2232,-2.9496,-2.3604,-1.394,-0.7886,-1.1533,-0.8846,-1.1136,-1.1435,-1.4709,-0.3594,-3.474,-1.5787,-3.0837,-1.4118,-1.7803,-2.2149,-3.1086,-1.9618,-0.6394,-0.7142,1.124
198401,0.5534,-0.4779,-0.2521,0.0046,-0.7344,-0.2788,-1.2517,-1.9118,-0.1778,-3.6922,-2.2013,-3.4274,-4.7202,-3.956,-2.9116,-1.8039,-1.993,-3.0782,-3.5837,-5.4025,-2.9688,-1.4207,2.3574,0.5381,-1.97
198402,-6.0882,-5.2347,-5.2052,-6.2373,-7.0388,-4.9799,-4.5254,-5.7112,-3.2581,-6.3165,-7.4501,-4.6046,-6.5489,-4.8322,-5.9644,-4.0483,-5.7872,-5.8171,-3.2613,-5.2853,-4.81,-4.0493,-3.5756,-2.1186,-3.2275
198403,0.3464,0.4098,1.6489,0.6149,1.1726,1.8513,0.5321,1.3366,1.1458,-0.3506,0.8503,2.2279,1.159,0.4475,2.0573,3.9775,2.1901,2.5257,-0.1031,1.1809,4.2019,1.8845,-0.5896,1.0534,1.8233
198404,-3.2039,-1.6434,-0.9368,-1.0623,-1.2547,-2.459,-0.0555,0.3429,0.4055,0.4974,-2.706,-1.2201,0.9917,1.2653,0.6138,-5.7641,-1.009,-0.9795,-0.4962,-0.0973,-3.6705,-0.3216,3.2158,1.1497,1.709
198405,-6.1038,-4.0295,-4.4552,-3.3341,-4.171,-6.4533,-5.2509,-4.1043,-5.0002,-4.6224,-10.0666,-4.279,-4.2196,-5.3929,-5.1267,-8.2308,-5.7823,-4.8496,-3.6725,-4.4153,-8.1636,-4.7918,-6.3509,-3.1931,-4.904
198406,0.9001,1.6652,1.6497,3.3071,3.3462,0.0244,2.4288,2.1781,4.8059,4.22,2.1334,1.1386,2.2437,4.3185,5.3836,1.5246,3.5775,3.7837,3.2063,5.3652,-3.0774,1.7977,5.1245,3.3647,1.9931
198407,-8.0707,-3.1179,-3.5529,-3.1014,-4.1527,-7.7294,-6.3345,-2.4292,-1.376,-3.3116,-5.6122,-2.4155,-3.7579,-2.7634,-1.2221,-8.5247,-4.0454,-2.8731,-1.9405,-1.4947,-3.4238,-0.7715,-2.421,-2.2579,0.631
198408,8.6777,10.0403,10.5949,10.6863,11.5041,14.4683,14.0554,11.382,9.3608,12.5064,14.6018,11.802,12.2557,11.9833,14.0313,13.2397,12.302,13.0438,11.234,10.9553,14.4323,11.6373,9.6979,10.9277,10.9676
198409,-1.8968,0.3569,0.1156,-0.5455,-1.0238,-2.687,-1.2562,0.2535,-0.1375,-1.2374,-1.6778,-0.297,-0.3689,1.3641,0.8272,1.2855,0.0249,-0.329,-0.1113,1.4548,-2.6985,-0.5746,1.2589,0.199,-0.5789
198410,-4.1793,-2.4917,-1.7049,-0.6506,-2.1909,-1.1424,-2.1852,-0.6099,-0.9159,-0.6473,-4.3238,0.4095,-0.9549,1.1137,0.0337,-3.2716,2.5363,0.1447,0.068,0.5741,0.8129,0.5203,-1.4624,0.9453,1.0129
198411,-5.8852,-1.8949,-2.4807,-2.7135,-2.3836,-4.6752,-3.0618,-1.7442,-1.2567,-1.2805,-2.6695,0.7184,-0.1628,0.8417,-0.4586,-0.3062,-0.1419,0.3645,-1.5914,-2.0217,1.1191,-0.3892,0.5703,-1.6462,-1.9335
198412,-0.9269,0.2638,1.854,2.1019,1.2915,0.5617,2.7487,2.5633,3.0101,2.0495,1.3545,1.9032,2.2396,3.7396,4.2163,0.2384,2.4801,2.7489,3.3052,4.1446,1.8436,3.2692,1.6513,2.6909,2.3705
198501,13.9228,12.5792,12.8651,11.0209,14.4228,14.5044,13.7289,11.414,9.2597,13.3948,10.6845,10.5206,9.8619,8.8985,11.9589,11.3164,8.2888,8.8043,9.503,11.6228,7.5852,8.3479,4.6031,7.5891,8.4211
198502,3.5608,3.5719,3.7881,3.2734,5.1887,1.9507,2.771,2.5291,2.6474,2.7858,-0.9305,0.4421,0.5268,1.9732,2.7703,1.8235,0.8511,1.3387,1.8256,2.5296,0.4412,0.1232,2.2297,2.8392,1.5957
198503,-3.0622,-2.8401,-0.7712,-1.1833,-1.543,-3.9335,-2.2691,-1.9501,-0.4061,-1.5222,-3.5787,-0.9322,-0.4272,-1.0065,-0.8588,-0.3674,-0.1893,-0.8604,0.2477,-0.0686,1.0137,-0.766,2.1538,0.7065,-1.0368
198504,-2.3949,-1.2736,-0.2339,0.1432,-0.6986,-3.8779,-1.8494,-0.9915,-0.314,1.6047,-0.9374,-1.1609,-0.4564,0.7138,1.1622,-1.6649,-0.5109,-0.234,0.7313,-1.0399,-0.3501,0.202,1.5002,-0.9186,-0.9273
198505,0.0046,3.1473,4.5189,3.7509,3.8797,3.8553,0.9195,4.7331,4.7096,4.6102,3.335,3.9669,4.1313,4.5989,6.922,4.2999,5.4261,5.4904,6.5052,6.8496,8.2043,5.9098,7.2048,6.0244,6.0929
198506,-0.9383,-0.8076,1.5674,3.0313,1.8541,-0.6852,0.9301,2.055,4.7405,3.6664,-0.7915,3.038,2.3023,3.4757,4.1822,0.1571,2.1052,3.143,2.0547,2.0644,3.3918,1.5453,2.9225,1.2655,0.6011
198507,2.1168,2.6863,1.9018,2.4315,3.3562,3.8338,2.7182,2.8535,2.7452,2.2658,3.6599,1.8981,-0.9455,2.3776,1.434,2.1562,-0.4583,1.6254,-1.3414,-1.5653,-0.6911,-0.8741,-1.416,-1.176,-0.2035
198508,-1.1066,-0.3061,-0.442,-1.2284,-1.4666,-1.3318,-1.2404,0.1663,-0.3822,-0.461,-1.401,-0.9488,-0.6547,-1.2994,-0.5256,-0.83,0.9655,-0.6796,-0.63,-0.6243,-0.9411,0.5141,-0.711,0.0034,-0.9323
198509,-7.1359,-4.9339,-4.6108,-5.5097,-6.3329,-7.9748,-5.4959,-5.0312,-4.799,-4.8265,-5.279,-4.267,-3.58,-4.6376,-5.0962,-6.7899,-5.1209,-4.456,-3.8278,-5.4794,-4.2359,-4.374,-2.6629,-2.8389,-3.0742
198510,0.7742,1.9232,3.2979,2.0761,2.398,4.4705,2.9895,4.5542,3.8874,4.4261,1.1266,3.6527,3.646,3.2683,5.5783,2.1444,5.1018,3.6846,7.612,6.2224,7.283,5.6979,4.9412,3.7822,4.9562
198511,4.2196,4.867,6.5651,6.8037,7.3397,8.2079,5.9267,7.592,6.9238,10.7244,7.9405,7.3413,6.01,6.5364,6.4928,7.7721,5.9707,6.8472,6.7594,8.7112,7.969,6.2998,9.0734,5.0218,7.9648
198512,3.4252,4.0258,3.978,5.0594,4.5118,2.591,5.197,3.7943,4.7416,4.8266,2.4307,3.9716,4.3124,4.3388,5.3578,2.683,4.3741,4.7634,4.2942,3.8161,3.9316,4.2542,5.6276,3.102,6.4642
198601,3.2903,0.8065,3.3407,2.242,4.097,2.7101,-0.3977,1.0428,1.1044,1.9351,4.4865,-0.1605,0.8152,2.8896,2.3658,5.8162,1.3532,0.9087,0.1756,2.3185,5.8504,3.0772,-1.4541,0.1192,-0.0512
198602,5.1233,6.0913,7.5951,5.9738,7.9519,4.6599,5.6209,8.1018,8.3887,8.2993,5.6227,5.6171,6.3425,8.2581,9.3766,8.3805,8.1245,5.2046,8.8252,8.7698,7.9484,8.4932,8.5155,7.5101,7.2545
198603,4.9448,3.3018,5.6778,5.2532,5.7732,4.5909,3.8551,5.7297,5.5298,4.4406,4.8109,4.0791,6.0175,5.3998,6.5062,6.1712,2.8573,4.1383,7.0757,6.4177,5.965,4.2967,4.4496,6.7159,6.2276
198604,1.492,1.5903,1.4577,1.1421,3.5766,0.2246,0.6715,0.9596,3.0408,1.3728,-1.4045,-0.5217,2.3433,1.7901,2.2531,-4.7722,-0.5941,-1.243,-0.1934,0.0588,-7.6231,-3.6375,-0.4372,-0.6712,0.0685
198605,3.8702,4.0393,3.3549,4.123,4.4569,2.5623,2.2566,3.5494,2.8487,5.9907,0.0454,5.7483,5.1289,5.7302,7.0196,3.5823,4.2893,4.5188,5.2484,6.6089,4.3835,4.9057,5.4487,6.3186,5.1947
198606,-0.578,0.0286,0.8803,0.6753,0.7743,-0.9718,-1.0881,1.0587,2.6948,2.0486,-1.5599,-1.3369,0.7796,1.1337,3.2407,1.1866,0.7752,0.6136,2.0985,2.3877,1.1132,0.778,3.2161,1.9891,1.3187
198607,-9.3757,-9.0649,-7.497,-8.0268,-10.3401,-10.9952,-9.0568,-8.2218,-8.3923,-9.8147,-12.3929,-8.0949,-6.3156,-6.3101,-7.8857,-6.7682,-6.8777,-5.1627,-4.67,-9.3279,-3.7101,-3.5358,-3.4447,-4.7229,-6.8527
198608,0.184,2.0305,1.4863,1.4658,0.7639,5.4318,3.0177,4.2361,3.8484,3.1605,7.1391,7.8554,7.6844,4.3948,3.0489,10.1321,9.5024,7.3468,6.915,5.1868,8.0964,8.4451,6.8897,7.6925,6.1861
198609,-6.2237,-5.6804,-5.6021,-6.4194,-7.1065,-6.3528,-5.4893,-4.1929,-6.9865,-6.7121,-5.1484,-4.2337,-6.6733,-7.5632,-7.1942,-4.8816,-5.6733,-6.554,-8.5367,-7.5699,-11.1889,-8.9135,-9.0385,-9.3968,-8.1063
198610,1.9324,1.0269,2.0262,3.1827,3.2289,3.2978,4.3783,3.9684,5.9608,4.4627,2.5954,2.4436,4.2011,2.6651,4.0779,3.9388,6.0954,4.8965,7.1855,5.3033,4.3262,8.0113,6.242,5.5859,4.7361
198611,-1.8858,-0.6538,0.9558,1.8328,-1.6906,-1.0702,0.4109,0.0334,0.4848,-0.4765,-0.3744,0.2044,0.1656,0.1124,0.4907,-0.6747,2.0456,1.2017,0.3062,1.3874,0.8734,1.9298,3.2898,2.2753,2.3161
198612,-5.3874,-2.4495,-2.7512,-2.941,-3.2867,-2.9525,-1.5078,-2.6062,-2.9893,-2.6227,-2.0477,-2.4326,-1.8709,-2.0214,-2.8351,-4.4046,-3.4402,-2.9226,-3.3117,-3.1901,-1.8452,-3.4153,-2.3745,-2.4792,-2.7957
198701,10.4492,9.2938,9.8799,9.4598,13.1329,13.3543,12.7858,10.8742,13.3994,11.2239,11.9954,11.6257,13.6213,11.1145,10.9103,11.8843,15.0572,11.3805,11.571,12.2634,11.617,14.1402,13.7119,12.6701,13.4493
198702,9.8859,7.2129,6.0995,7.9971,8.8899,9.3321,7.4693,6.8693,6.9108,9.7323,9.5574,7.1011,4.4268,6.139,6.8632,5.3213,4.1595,4.7411,5.1858,7.5615,8.1662,3.1058,4.0679,2.3839,4.3412
198703,3.5655,3.1202,2.8593,2.1021,1.7329,3.1774,2.0519,2.2822,3.2162,1.0359,2.0876,1.7446,1.3258,2.618,1.1454,1.7215,0.5445,3.9846,1.9015,0.8807,-3.7247,2.8656,0.2948,2.5218,4.3563
198704,-0.8408,-1.6746,-3.1234,-3.6072,-2.591,-0.9796,-5.7098,-2.7106,-4.1118,-3.6538,-0.8745,-2.4127,-2.5141,-3.5843,-2.8159,0.3115,-1.2372,-2.2581,-3.6542,-3.3689,-4.3896,-0.9829,-2.1426,-0.4743,-0.6773
198705,-0.0103,0.0534,1.3048,-0.6583,-0.6117,-0.2021,0.5836,0.2286,-0.7572,-1.4191,3.1302,0.4104,-0.7768,-0.4459,0.2242,1.3398,-0.5875,0.0117,0.275,1.822,-1.8655,-0.6567,2.3435,0.5105,0.9785
198706,0.6058,1.964,2.1456,2.826,2.0981,0.4312,3.0515,2.88,3.3157,3.3619,0.3873,4.2119,2.916,4.8078,3.7857,2.5658,3.2958,3.2661,4.6156,4.5034,4.5556,4.5557,3.7946,6.2301,5.469
198707,2.1416,3.8992,2.9185,1.9316,2.9815,3.1565,4.4442,2.3023,4.4497,2.5576,6.1285,5.5989,3.8672,3.1535,3.1241,8.1666,6.1623,3.5524,5.0527,2.0159,8.9177,3.3009,3.4181,3.9968,5.7074
198708,0.316,0.4718,2.3248,3.5139,3.1595,1.6446,3.467,4.0095,3.7174,3.8043,0.2983,2.5525,3.7094,4.4651,4.8423,2.7859,2.8694,4.3451,3.1929,5.1985,4.9409,3.305,4.6592,4.318,4.8246
198709,-2.0445,-0.8299,0.1708,-2.0615,-1.5429,-1.9648,-3.3572,-1.0761,-1.2246,-1.069,-1.0269,-3.2716,-2.0827,-3.1872,-2.327,1.8253,-1.4035,-2.5473,-0.6805,-2.8803,0.2188,-1.7213,-1.455,-2.3369,-3.8915
198710,-32.7647,-28.3323,-29.0247,-29.4262,-32.8503,-33.1105,-30.5804,-26.7042,-27.1422,-31.6687,-33.4338,-28.634,-22.8344,-25.5577,-27.1646,-27.4437,-24.15,-23.2262,-25.4771,-25.5391,-23.435,-19.8115,-20.1807,-18.4405,-22.4114
198711,-7.0627,-5.1111,-3.1915,-4.1661,-8.1717,-4.5381,-5.4994,-2.4288,-2.83,-7.8108,-3.2713,-3.5705,-2.5734,-3.779,-5.7148,-2.7523,-4.9309,-4.5044,-6.518,-6.5036,-7.1565,-6.6564,-9.1379,-8.8253,-8.8321
198712,2.2332,5.7772,5.5171,5.3653,5.3057,5.6263,9.6316,6.7394,9.2772,11.3756,8.1916,7.9076,6.243,7.8604,10.8052,6.0402,6.5686,9.0305,10.2984,10.4514,7.2835,5.6327,7.8179,5.8694,7.8701
198801,7.5715,4.5575,4.2752,4.9198,5.004,3.9748,4.9783,4.0663,2.8429,3.3103,1.9571,6.3493,6.0015,2.1598,3.256,2.0537,3.3231,3.6411,5.4431,3.922,3.6123,5.6637,4.7661,4.5434,4.4776
198802,6.4979,6.9634,8.8879,7.474,7.9107,8.3698,9.4033,8.5462,7.0951,11.4026,5.8406,7.059,7.2696,9.3123,8.1415,7.3229,6.8165,7.757,7.7179,7.2597,4.7329,2.5698,3.6148,4.239,4.78
198803,3.7601,6.1089,5.8481,5.8811,6.2111,3.1807,6.2292,2.405,4.9801,3.3129,4.3383,-0.8447,0.0721,1.0922,2.753,0.2516,2.4067,0.0541,0.3204,0.6252,-3.3328,-2.8673,-3.2477,-4.8651,-3.3248
198804,1.9507,2.9748,1.6555,1.1764,2.0274,2.7401,2.7697,3.4358,2.5706,2.9689,1.0141,0.2266,1.7296,0.3373,-0.2739,0.637,0.6501,1.5311,-0.306,0.5749,2.0758,-0.2972,2.539,1.1786,-0.2066
198805,-2.4197,-0.7413,-1.2268,-2.3296,-2.7783,-2.4932,-3.4486,-1.1737,-1.9173,-3.7705,2.6688,-0.1385,-1.2992,-0.1508,-1.4227,0.0811,0.4972,-0.1284,-0.3031,0.0024,-0.3682,1.5187,0.7719,1.1545,0.4531
198806,4.5299,7.9337,5.3449,6.7815,7.1601,7.5563,7.386,9.4654,7.8144,8.2593,4.1628,6.693,6.1798,6.3366,8.1552,6.0945,5.42,5.7359,6.641,8.5774,3.1446,3.3829,3.9389,5.5843,4.7499
198807,-0.5575,-0.7762,0.0362,0.4381,-1.0729,0.4227,-1.0687,-1.4848,-1.4765,-1.4183,-2.3686,-1.2535,-3.1099,-0.8049,-2.4814,-0.9318,1.0424,-2.8833,-2.5028,-2.6669,1.1092,-0.2059,-0.2514,-0.8721,-0.2757
